ID,Title,Excerpt,Permalink,URL Image,Title,Featured,Categorías de curso,Etiquetas de curso,_lp_duration,thim_course_skill_level,thim_course_language,thim_course_duration,_lp_free,_lp_price,_lp_level,_lp_external_link_buy_course,Author Username
18892,Mejora la seguridad online de tu empresa,"Mejorar la seguridad online de tu empresa es un factor básico para garantizar su correcto funcionamiento. En estos vídeos formativos, que no tienen coste alguno, te mostraremos los aspectos básicos de la seguridad online para que puedas estudiar cómo aplicarlos a tus empleados, tu empresa, tus usuarios y tus clientes.",https://cursodex.com/courses/mejora-la-seguridad-online-de-tu-empresa/,https://cursodex.com/wp-content/uploads/2024/05/Mejora-la-seguridad-online-de-tu-empresa-e1715870636305.png,Mejora la seguridad online de tu empresa,https://cursodex.com/wp-content/uploads/2024/05/Mejora-la-seguridad-online-de-tu-empresa-e1715870636305.png,Computación y Software,Ciberseguridad|Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/768273-improve-online-security,Google
18895,Fundamentos de Marketing Digital,"Conviértete en un experto de marketing digital a un nivel básico con nuestro curso sin coste acreditado por la agencia Interactive Advertising Bureau (IAB).

Los 24 módulos que componen el curso han sido creados por instructores de Google e incluyen numerosos ejercicios prácticos y ejemplos reales que te ayudarán a conseguir excelentes resultados.

Al finalizar este curso obtendrás una Insignia Digital que podrás añadir a tus perfiles públicos de Skillshop y LinkedIn para mostrar tus nuevas habilidades.",https://cursodex.com/courses/fundamentos-de-marketing-digital/,https://cursodex.com/wp-content/uploads/2024/05/Fundamentos-de-Marketing-Digital-e1715871190825.png,Fundamentos de Marketing Digital,https://cursodex.com/wp-content/uploads/2024/05/Fundamentos-de-Marketing-Digital-e1715871190825.png,Marketing,Español,40 hour,,Español,40 hours,,0,beginner,https://skillshop.exceedlms.com/student/collection/807416-digital-marketing,Google
18898,Familiarízate con los principios básicos de la programación,"Todo lo que utilizamos, como ordenadores portátiles, máquinas expendedoras y automóviles, funciona con código. Pero ¿sabes lo que es? En estos vídeos, te familiarizarás con el concepto de ""código"", descubrirás porqué hay tantos lenguajes de programación y cómo se compaginan para hacer tareas específicas. Sobre todo, entenderás porqué tener conocimientos básicos de programación puede serte útil.",https://cursodex.com/courses/familiarizate-con-los-principios-basicos-de-la-programacion/,https://cursodex.com/wp-content/uploads/2024/05/Familiarizate-con-los-principios-basicos-de-la-programacion-e1715871559437.png,Familiarízate con los principios básicos de la programación,https://cursodex.com/wp-content/uploads/2024/05/Familiarizate-con-los-principios-basicos-de-la-programacion-e1715871559437.png,Computación y Software,Español|Programación,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/668989-basics-code,Google
18901,Promociona una empresa online,"Descubre qué necesitas para crear y dirigir una empresa online de éxito. También aprenderás a forjar una presencia digital, utilizar el comercio electrónico, proteger tu empresa de piratas informáticos y darte a conocer a nivel local.",https://cursodex.com/courses/promociona-una-empresa-online/,https://cursodex.com/wp-content/uploads/2024/05/Promociona-una-empresa-online-e1715873751556.png,Promociona una empresa online,https://cursodex.com/wp-content/uploads/2024/05/Promociona-una-empresa-online-e1715873751556.png,Marketing|Negocios,Español,3 hour,,Español,3 hours,,0,beginner,https://skillshop.exceedlms.com/student/collection/686139-business-online,Google
18904,Gana confianza a través de la autopromoción,"Si aprendes a hablar abiertamente sobre tus logros, podrás comunicar con eficacia tus habilidades y tu experiencia a otras personas. En estos vídeos, abordaremos el concepto de autopromoción y las dificultades que presenta. También te proporcionaremos algunos consejos prácticos para mejorar tu autoestima y ganar confianza.",https://cursodex.com/courses/gana-confianza-a-traves-de-la-autopromocion/,https://cursodex.com/wp-content/uploads/2024/05/Gana-confianza-a-traves-de-la-autopromocion-e1715874560785.png,Gana confianza a través de la autopromoción,https://cursodex.com/wp-content/uploads/2024/05/Gana-confianza-a-traves-de-la-autopromocion-e1715874560785.png,Habilidades Blandas|Marketing,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/707360-self-promotion,Google
18907,Consigue tu próximo empleo,"Con las herramientas y los conocimientos adecuados, todo el mundo puede conseguir su trabajo ideal. En este curso, aprenderás a crear un fantástico CV y una carta de presentación, ampliar tu visibilidad online, triunfar en las entrevistas y centrarte en conseguir tu próximo empleo.",https://cursodex.com/courses/consigue-tu-proximo-empleo/,https://cursodex.com/wp-content/uploads/2024/05/Consigue-tu-proximo-empleo-e1715877640834.png,Consigue tu próximo empleo,https://cursodex.com/wp-content/uploads/2024/05/Consigue-tu-proximo-empleo-e1715877640834.png,Habilidades Blandas,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/689461-prepare-for-new-job,Google
18913,Consigue que los clientes te encuentren online,"Descubre algunos de los numerosos métodos que utilizan las empresas para llegar a conectar con más clientes de forma online. Averigua cómo mejorar el rendimiento en buscadores (SEO, optimización en buscadores) y usa la publicidad online (SEM, marketing en buscadores) para aumentar la notoriedad y las ventas.",https://cursodex.com/courses/consigue-que-los-clientes-te-encuentren-online/,https://cursodex.com/wp-content/uploads/2024/05/Consigue-que-los-clientes-te-encuentren-online-e1716046324809.png,Consigue que los clientes te encuentren online,https://cursodex.com/wp-content/uploads/2024/05/Consigue-que-los-clientes-te-encuentren-online-e1716046324809.png,Marketing|Negocios,Español,3 hour,,Español,3 hours,,0,beginner,https://skillshop.exceedlms.com/student/collection/674795-become-searchable-online,Google
18917,Conoce los aspectos básicos del aprendizaje automático,El aprendizaje automático es una nueva y eficaz herramienta con un enorme potencial. Tiene aplicaciones de lo más variadas: desde recomendaciones de películas hasta investigaciones científicas de nuevos tratamientos médicos. En estos vídeos analizaremos en qué consiste esta tecnología y cómo puede aplicarse en el mundo real para ayudar a las empresas a prosperar.,https://cursodex.com/courses/conoce-los-aspectos-basicos-del-aprendizaje-automatico/,https://cursodex.com/wp-content/uploads/2024/05/Conoce-los-aspectos-basicos-del-aprendizaje-automatico-e1716048924597.png,Conoce los aspectos básicos del aprendizaje automático,https://cursodex.com/wp-content/uploads/2024/05/Conoce-los-aspectos-basicos-del-aprendizaje-automatico-e1716048924597.png,Habilidades Blandas,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/681023-machine-learning-basics,Google
18920,Promociona una empresa con publicidad online,"Te enseñaremos a crear una estrategia publicitaria y de marketing eficaz, y te explicaremos cómo puedes utilizar el marketing a través del correo electrónico, así como los anuncios de vídeo y de display, para conseguir llegar y atraer a más clientes de tu público objetivo.",https://cursodex.com/courses/promociona-una-empresa-con-publicidad-online/,https://cursodex.com/wp-content/uploads/2024/05/Promociona-una-empresa-con-publicidad-online-e1716049538376.png,Promociona una empresa con publicidad online,https://cursodex.com/wp-content/uploads/2024/05/Promociona-una-empresa-con-publicidad-online-e1716049538376.png,Marketing,Español|Publicidad de Pago,3 hour,,Español,3 hours,,0,beginner,https://skillshop.exceedlms.com/student/collection/694693-promote-business-online,Google
18923,Hablar en público,"Hablar en público no es algo que sepamos hacer de manera innata, sino una habilidad que debemos aprender. Todos estamos capacitados para ello, solo hay que desarrollar las herramientas adecuadas. En este curso sin coste veremos algunos aspectos importantes relacionados con el lenguaje corporal que debemos usar mientras hablamos en público y cómo personalizar un discurso para nuestra audiencia.",https://cursodex.com/courses/hablar-en-publico/,https://cursodex.com/wp-content/uploads/2024/05/Hablar-en-publico-e1716050012391.png,Hablar en público,https://cursodex.com/wp-content/uploads/2024/05/Hablar-en-publico-e1716050012391.png,Habilidades Blandas,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/709877-public-speaking,Google
18926,Aumenta la productividad en el trabajo,"Saber gestionar bien el tiempo es esencial para maximizar la productividad. Aprende a mejorar la productividad con herramientas de colaboración en la nube, así como a priorizar y delegar tareas para trabajar con la máxima eficiencia.",https://cursodex.com/courses/aumenta-la-productividad-en-el-trabajo/,https://cursodex.com/wp-content/uploads/2024/05/Aumenta-la-productividad-en-el-trabajo-e1716050561848.png,Aumenta la productividad en el trabajo,https://cursodex.com/wp-content/uploads/2024/05/Aumenta-la-productividad-en-el-trabajo-e1716050561848.png,Habilidades Blandas,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/680455-increase-productivity,Google
18929,Descubre qué necesitan los clientes y cómo se comportan en Internet,"Con solo adquirir algunas nociones de analítica web, las empresas pueden medir el rendimiento de su estrategia de marketing online y mejorar sus resultados.",https://cursodex.com/courses/descubre-que-necesitan-los-clientes-y-como-se-comportan-en-internet/,https://cursodex.com/wp-content/uploads/2024/05/Descubre-que-necesitan-los-clientes-y-como-se-comportan-en-Internet-e1716050944442.png,Descubre qué necesitan los clientes y cómo se comportan en Internet,https://cursodex.com/wp-content/uploads/2024/05/Descubre-que-necesitan-los-clientes-y-como-se-comportan-en-Internet-e1716050944442.png,Marketing,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/689583-customers-needs-behaviours,Google
18932,Conecta con los clientes a través de los móviles,Averigua cómo las empresas pueden reforzar su presencia online y llegar a nuevos clientes potenciales a través de dispositivos móviles.,https://cursodex.com/courses/conecta-con-los-clientes-a-traves-de-los-moviles/,https://cursodex.com/wp-content/uploads/2024/05/Conecta-con-los-clientes-a-traves-de-los-moviles-e1716245096612.png,Conecta con los clientes a través de los móviles,https://cursodex.com/wp-content/uploads/2024/05/Conecta-con-los-clientes-a-traves-de-los-moviles-e1716245096612.png,Marketing,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/672608-connect-with-mobile,Google
18936,Exporta una empresa a otros países,¿Quieres saber qué necesitas para internacionalizar tu empresa? Descubre cómo introducirte en nuevos mercados y vender tus productos y/o servicios a clientes de todo el mundo.,https://cursodex.com/courses/exporta-una-empresa-a-otros-paises/,https://cursodex.com/wp-content/uploads/2024/05/Exporta-una-empresa-a-otros-paises-e1716245327353.png,Exporta una empresa a otros países,https://cursodex.com/wp-content/uploads/2024/05/Exporta-una-empresa-a-otros-paises-e1716245327353.png,Negocios,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/679109-expand-internationally,Google
18939,Promociona una empresa con contenido,"Descubre cómo las empresas pueden aprovechar nuevas herramientas como el marketing de contenidos, de vídeo y las redes sociales para adquirir notoriedad y conectar con más clientes en el ámbito online.",https://cursodex.com/courses/promociona-una-empresa-con-contenido/,https://cursodex.com/wp-content/uploads/2024/05/Promociona-una-empresa-con-contenido-e1716246110726.png,Promociona una empresa con contenido,https://cursodex.com/wp-content/uploads/2024/05/Promociona-una-empresa-con-contenido-e1716246110726.png,Marketing,Español,3 hour,,Español,3 hours,,0,beginner,https://skillshop.exceedlms.com/student/collection/711435-promote-with-content,Google
18942,Comunicar tus ideas mediante historias y diseños,"Tus ideas serán más atractivas si sabes cómo expresarlas. En este curso sin coste crearemos un kit de herramientas sencillas que te ayudarán a organizar y comunicar tus ideas de una forma eficaz. Aprenderás a usar guiones, mapas mentales, imágenes y narrativas para captar la atención de la audiencia. Pronto podrás crear presentaciones eficaces, atractivas y divertidas.",https://cursodex.com/courses/comunicar-tus-ideas-mediante-historias-y-disenos/,https://cursodex.com/wp-content/uploads/2024/05/Comunicar-tus-ideas-mediante-historias-y-disenos-e1716246494385.png,Comunicar tus ideas mediante historias y diseños,https://cursodex.com/wp-content/uploads/2024/05/Comunicar-tus-ideas-mediante-historias-y-disenos-e1716246494385.png,Habilidades Blandas,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/692193-storytelling-design,Google
18945,Comunicación comercial,"Los documentos comerciales son cualquier comunicación escrita utilizada en un entorno profesional. Puede ser un correo electrónico, un memorando, una presentación o un informe. En este curso sin coste, te daremos algunos consejos y directrices para que tus comunicaciones comerciales sean directas y claras y puedan leerse rápidamente.",https://cursodex.com/courses/comunicacion-comercial/,https://cursodex.com/wp-content/uploads/2024/05/Comunicacion-comercial-e1716246955515.png,Comunicación comercial,https://cursodex.com/wp-content/uploads/2024/05/Comunicacion-comercial-e1716246955515.png,Habilidades Blandas,Español,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/671434-business-communication,Google
18948,Introducción a Bienestar Digital,"Hoy en día, la tecnología juega un papel importante en la vida de la mayoría de las personas, pero ¿cómo podemos asegurarnos de que nos ayuda en lugar de distraernos? En este módulo descubrirás por qué es fundamental usar la tecnología de forma saludable y cómo puedes ser más consciente del uso que le das a Internet. También conocerás las distintas herramientas que puedes usar para desarrollar y mantener hábitos tecnológicos saludables.",https://cursodex.com/courses/introduccion-a-bienestar-digital/,https://cursodex.com/wp-content/uploads/2024/05/Introduccion-a-Bienestar-Digital-e1716247463756.png,Introducción a Bienestar Digital,https://cursodex.com/wp-content/uploads/2024/05/Introduccion-a-Bienestar-Digital-e1716247463756.png,Habilidades Blandas,Español|Productividad,1 hour,,Español,1 hour,,0,beginner,https://skillshop.exceedlms.com/student/collection/690495-digital-wellbeing,Google
18951,Digitaliza paso a paso tu negocio con herramientas de Google,"Si estás pensando en digitalizar tu pequeño negocio, este es el momento perfecto para dar los primeros pasos. En este curso básico y muy práctico conocerás el funcionamiento de herramientas como Perfil de Empresa (antiguo Google My Business), YouTube o Google Forms. Te acompañaremos paso a paso para que tu negocio sea visible en Internet y lograr que tus productos y servicios lleguen a más clientes.

Al finalizar este curso obtendrás una Insignia Digital que podrás añadir a tus perfiles públicos de Skillshop y LinkedIn para mostrar tus nuevas habilidades",https://cursodex.com/courses/digitaliza-paso-a-paso-tu-negocio-con-herramientas-de-google/,https://cursodex.com/wp-content/uploads/2024/05/Digitaliza-paso-a-paso-tu-negocio-con-herramientas-de-Google-e1716248067649.png,Digitaliza paso a paso tu negocio con herramientas de Google,https://cursodex.com/wp-content/uploads/2024/05/Digitaliza-paso-a-paso-tu-negocio-con-herramientas-de-Google-e1716248067649.png,Negocios,Español,90 minute,,Español,1.5 Hours,,0,beginner,https://skillshop.exceedlms.com/student/collection/891093-get-business-online,Google
18970,Software de marketing de HubSpot,"Nota: Los recursos educativos (como los videos, los cuestionarios y los libros de trabajo) son gratuitos. Si quieres certificarte, hay ejercicios prácticos adicionales que requieren una suscripción Pro o Enterprise de HubSpot. Para crear una buena estrategia de inbound marketing necesitas empezar a utilizar el software de marketing de HubSpot de la manera correcta, desde el principio. El software de marketing es una gran plataforma que cuenta con muchísimas herramientas, y para obtener el máximo valor debes entender cómo trabajan todas ellas en conjunto. En esta certificación haremos un recorrido por Marketing Hub y te mostraremos cómo usar las herramientas para crear una estrategia de inbound marketing exitosa.

A quién está destinado:
º Profesionales de marketing
º Líderes de marketing

Aprenderás lo siguiente:
º Introducción a Marketing Hub de HubSpot
º Mejorar el uso de las herramientas de Marketing Hub

Información sobre el curso:
- 11 lecciones
- 49 videos
- 9 pruebas
- 4:19 horas",https://cursodex.com/courses/software-de-marketing-de-hubspot/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing,Email Marketing|Español|Marketing De Contenidos,4 hour,,Español; Francés; Japonés; Alemán.,4 hours,,0,,https://academy.hubspot.com/es/courses/hubspot-marketing-software,Hubspot
18974,Certificación de ventas inbound,"Aprende a identificar nuevos prospectos, conectar con ellos, explorar sus necesidades y aconsejarlos sobre el camino a seguir.

A quién está destinado:
º Representantes de ventas
º Líderes de ventas

Aprenderás lo siguiente:
º Identificar a los mejores contactos en tu base de datos
º Conectar con los más prometedores y ganarte su atención
º Realizar llamadas de ventas y presentaciones que generen resultados

Información sobre el curso:
- 2 lecciones
- 22 videos
- 5 pruebas
- 3:26 horas",https://cursodex.com/courses/certificacion-de-ventas-inbound/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Negocios,Español,210 minute,,Español; Inglés; Francés; Japonés; Alemán.,3.5 hours,,0,,https://academy.hubspot.com/es/courses/inbound-sales,Hubspot
18976,Software de ventas de HubSpot,"La certificación del software de ventas de HubSpot demuestra tu habilidad para ejecutar un proceso de ventas utilizando el CRM de HubSpot y las herramientas de Sales Hub. Está compuesto por 3 lecciones. Al final de cada clase, encontrarás ejercicios prácticos para que puedas aplicar lo que aprendiste inmediatamente. Para obtener la certificación, deberás ejecutar cada uno de estos ejercicios y aprobar un examen de 50 preguntas de selección múltiple.

A quién está destinado:
º Representantes de ventas
º Líderes de ventas

Aprenderás lo siguiente:
º Organizar tus registros en el CRM de HubSpot para identificar a los mejores contactos
º Aprovechar al máximo las herramientas de Sales Hub al ponerse en contacto con tus clientes potenciales
º Usar los negocios del CRM de HubSpot en combinación con tus herramientas de Sales Hub para cerrar más ventas

Información sobre el curso:
- 4 lecciones
- 21 videos
- 3 pruebas
- 2:10 horas",https://cursodex.com/courses/software-de-ventas-de-hubspot/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Negocios,Español,2 hour,,Español; Francés; Japonés; Alemán.,2 hours,,0,,https://academy.hubspot.com/es/courses/hubspot-sales-software,Hubspot
19033,Automatización de marketing e inteligencia artificial,"Descubre cómo puedes incorporar la automatización del marketing y la inteligencia artificial a tu estrategia inbound.

Información sobre la lección:
- 3 videos
- 36 minutos

Descripción de la clase:
La automatización y la inteligencia artificial son fundamentales para impulsar el crecimiento y la expansión de tu empresa. En esta lección, descubrirás las ventajas de la automatización del marketing y la inteligencia artificial, además de algunas buenas prácticas para implementarlas en tus procesos internos y orientados a la clientela.",https://cursodex.com/courses/automatizacion-de-marketing-e-inteligencia-artificial/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing,Español,30 minute,,Español; Japonés; Alemán; Inglés.,30 minutes,,0,,https://academy.hubspot.com/es/lessons/marketing-automation-and-artificial-intelligence,Hubspot
